20,2770,0.66,6.992,10
25,2862,0.61,7.17,11
30,2758,0.944,7.258,11
35,2797,1.078,7.454,11
40,2687,1.442,7.61,17
45,2762,1.324,7.846,12
50,2793,1.46,7.826,13
55,2748,2.44,8.754,19
60,2784,2.318,8.898,20
65,2795,3.054,9.676,24
70,2622,3.222,9.248,25
75,2651,2.952,9.052,19
80,2778,2.518,8.918,18
85,2814,4.302,10.826,25
90,2811,4.362,10.962,39
95,2670,4.61,10.818,29
100,2887,8.768,15.846,42
105,2729,8.392,14.938,59
110,2678,6.988,13.364,37
115,2712,10.398,16.778,62
120,2816,11.318,18.066,65
125,2826,21.538,28.516,85
130,2785,13.598,20.136,77
135,2695,17.988,24.334,86
140,2789,19.484,26.04,80
145,2789,39.318,45.964,126
150,2775,27.868,34.534,130
