.9,101,5246,4970,276,310.26,311.731,297.02,322.972,325.113,303.7,593,593,610,583,583,599
.5,101,4068,2656,1412,35.324,34.2634,36.3268,45.144,47.4156,42.9961,152,151,153,145,131,146
.1,101,2987,538,2449,6.698,6.69811,6.69799,13.87,18.9245,13.2707,45,56,45,37,37,41
