.9,80,5246,4934,312,21.274,22.8884,7.36538,33.602,35.8058,14.6154,353,363,38,333,341,25
.5,80,4067,2580,1487,14.63,26.4213,4.17358,24.172,39.3787,10.6868,211,276,40,188,251,30
.1,80,2967,532,2435,5.366,10.9423,4.71875,12.254,22.8462,11.0246,83,83,94,66,64,84
