.9,4990,4740,250,1068.63,1049.31,1231.62,1080.7,1062.09,1237.58,2243,2251,2211
.5,4001,2556,1445,591.582,586.315,596.483,601.31,599.145,603.324,1227,1227,1252
.1,3050,538,2512,81.18,83.4894,80.9404,88.61,97.1702,87.7219,167,167,167
