.9,80,5117,4836,281,47.76,51.6189,9.67391,59.864,64.2203,16.8696,624,652,94,599,627,83
.5,80,4225,2774,1451,10.24,12.94,7.54,20.074,25.764,14.384,104,126,45,85,109,34
.1,80,3010,514,2496,3.506,6.6087,3.19163,10.418,19.6087,9.48678,46,65,40,36,49,30
