.9,80,4965,4698,267,30.21,32.7713,9.05556,42.09,45.343,15.2222,312,348,52,290,323,42
.5,80,3958,2486,1472,9.02,12.8519,5.39689,18.486,25.0617,12.2685,120,151,42,98,133,32
.1,80,3090,660,2430,3.68,5.61667,3.41591,10.99,18.4667,9.97045,45,66,42,32,49,30
